time,temp
2026-05-18 21:00:00,14.729500000000035
2026-05-18 22:00:00,14.522000000000014
2026-05-18 23:00:00,14.175000000000038
2026-05-19 00:00:00,13.024999999999991
2026-05-19 01:00:00,12.949999999999996
2026-05-19 02:00:00,12.630000000000003
2026-05-19 03:00:00,12.346499999999999
2026-05-19 04:00:00,12.239499999999998
2026-05-19 05:00:00,12.28
2026-05-19 06:00:00,12.335500000000003
2026-05-19 07:00:00,12.488999999999999
2026-05-19 08:00:00,12.785499999999967
2026-05-19 09:00:00,13.23399999999997
2026-05-19 10:00:00,13.503999999999978
2026-05-19 11:00:00,14.716999999999961
2026-05-19 12:00:00,16.62
2026-05-19 13:00:00,18.116499999999977
2026-05-19 14:00:00,18.907999999999948
2026-05-19 15:00:00,18.95800000000001
2026-05-19 16:00:00,19.006999999999962
2026-05-19 17:00:00,18.765999999999934
2026-05-19 18:00:00,18.21599999999994
2026-05-19 19:00:00,17.327999999999943
2026-05-19 20:00:00,17.00449999999995
2026-05-19 21:00:00,16.434499999999993
2026-05-19 22:00:00,16.0755
2026-05-19 23:00:00,15.916000000000036
2026-05-20 00:00:00,15.811000000000018
2026-05-20 01:00:00,15.727999999999978
2026-05-20 02:00:00,15.600499999999952
2026-05-20 03:00:00,15.346499999999958
2026-05-20 04:00:00,15.392999999999999
2026-05-20 05:00:00,15.9285
2026-05-20 06:00:00,17.254999999999963
2026-05-20 07:00:00,18.628999999999984
2026-05-20 08:00:00,19.776499999999963
2026-05-20 09:00:00,20.557000000000045
2026-05-20 10:00:00,20.89500000000006
2026-05-20 11:00:00,21.905000000000072
2026-05-20 12:00:00,22.058000000000042
2026-05-20 13:00:00,22.56849999999994
2026-05-20 14:00:00,22.971499999999956
2026-05-20 15:00:00,23.128499999999928
2026-05-20 16:00:00,22.91099999999999
2026-05-20 17:00:00,22.37150000000005
2026-05-20 18:00:00,21.59250000000001
2026-05-20 19:00:00,20.49399999999995
2026-05-20 20:00:00,19.557000000000027
2026-05-20 21:00:00,19.015500000000046
2026-05-20 22:00:00,18.61100000000002
2026-05-20 23:00:00,18.16100000000004
